task,latency,resource,observation,reward,cost,workload,conf
698,158.591,178.0,0.0;0.0;0.38;0.83;0.0;0.0;0.01;0.82;0.02;0.91;2.96;0.14;2.06;18.86;0.92;2.8;1.04;0.07;178.0;10;158.591,15,0,10,20;1;7;1;60;1600;-40;21;1;-84;1.9;40;15;2;1;1;20;1;8;6;2944;4;1;18;3;928;128;9.0;21;1
699,195.327,216.0,0.0;0.01;0.32;1.07;0.0;0.0;0.01;1.44;0.02;0.89;3.5;0.13;2.21;9.71;0.98;3.09;1.03;0.07;216.0;10;195.327,0.1,36.74,10,21;2;6;2;50;1700;-40;22;1;-85;2.1;50;14;1;2;1;19;1;9;7;2816;4;1;19;3;960;96;9.5;22;2
700,143.359,247.0,0.0;0.53;0.3;0.87;0.0;0.0;0.0;0.81;0.02;0.84;2.71;0.14;2.08;6.34;0.91;3.83;0.93;0.07;247.0;10;143.359,5.0,0,10,22;3;7;3;50;1800;-39;21;2;-86;1.9;50;15;2;3;1;20;1;8;8;2944;3;1;20;2;960;128;10.0;22;1
701,174.335,273.0,0.0;0.0;0.38;0.75;0.0;0.0;0.02;0.84;0.01;0.84;2.96;0.12;2.21;6.32;0.97;2.42;1.03;0.07;273.0;10;174.335,0.1,30.98,10,22;3;7;3;60;1900;-39;21;1;-87;1.7;40;14;3;3;1;19;2;7;7;2816;4;1;19;3;992;96;10.0;21;1
702,117.247,291.0,0.0;0.01;0.36;0.78;0.0;0.0;0.0;0.11;0.03;0.84;3.45;0.13;2.07;4.7;1.02;1.75;0.12;0.07;291.0;10;117.247,5.0,0,10,22;3;6;2;60;2000;-39;21;1;-88;1.9;50;15;3;4;2;18;2;6;8;2688;5;1;18;3;992;64;10.0;22;2
703,183.935,251.0,0.41;0.0;0.46;2.01;0.0;0.0;0.0;0.82;0.02;0.84;4.17;0.13;1.53;3.76;0.96;1.24;1.04;0.07;251.0;10;183.935,10.0,66.69,10,22;3;5;2;70;2100;-39;20;1;-87;1.9;40;14;3;5;2;19;1;5;7;2688;6;1;17;2;992;64;10.0;22;2
704,313.855,208.0,0.0;0.0;0.16;0.91;0.0;0.0;0.0;0.82;0.02;0.83;5.19;0.15;2.38;4.72;0.91;1.04;1.36;0.07;208.0;10;313.855,10.0,129.92,10,22;2;4;3;80;2000;-38;19;1;-86;2.1;50;13;2;4;1;20;1;5;6;2688;7;1;16;2;960;64;9.5;22;2
705,171.519,179.0,0.0;0.0;0.43;0.7;0.0;0.0;0.0;0.75;0.02;0.87;5.22;0.15;2.61;3.78;0.96;1.09;0.33;0.07;179.0;10;171.519,15,71.52,10,21;1;4;2;90;2100;-39;18;2;-87;2.3;60;12;1;5;1;19;1;4;7;2560;6;1;17;3;928;64;10.0;21;1
706,122.495,187.0,0.0;0.0;0.46;0.78;0.0;0.0;0.0;0.82;0.03;0.82;6.98;0.17;2.36;3.09;0.94;1.02;1.1;0.08;187.0;10;122.495,5.0,0,10,22;1;3;2;90;2200;-39;17;1;-88;2.5;50;13;1;6;2;19;1;3;7;2432;5;1;17;3;896;64;10.0;21;2
707,192.639,225.0,0.0;0.0;0.52;0.81;0.0;0.0;0.0;0.81;0.02;0.83;10.42;0.14;2.2;3.77;0.91;1.61;1.04;0.07;225.0;10;192.639,0.1,70.14,10,22;1;2;2;100;2100;-40;18;1;-89;2.3;50;14;2;5;3;20;1;4;7;2560;4;1;18;3;928;64;9.5;20;3
708,98.495,215.0,1.14;0.0;0.58;0.73;0.0;0.0;0.0;1.29;0.03;0.13;6.94;0.1;2.09;4.69;0.86;1.73;0.84;0.09;215.0;10;98.495,12.0,0,10,21;1;3;3;90;2100;-39;17;1;-90;2.1;60;15;3;4;2;21;1;3;6;2560;3;1;17;2;896;64;10.0;19;3
709,77.055,228.0,1.14;0.0;0.46;0.74;0.0;0.0;0.0;0.84;0.02;0.13;10.27;0.16;1.94;4.76;0.82;1.57;1.17;0.08;228.0;10;77.055,5.0,0,10,21;1;2;2;90;2000;-40;18;2;-90;2.3;60;16;2;4;1;22;1;4;7;2432;4;1;16;3;928;64;9.5;19;3
710,153.343,196.0,0.0;0.01;0.52;0.64;0.0;0.0;0.0;0.79;0.02;0.92;6.89;0.16;2.06;6.36;0.83;1.8;1.19;0.08;196.0;10;153.343,10.0,76.29,10,20;1;3;2;100;2000;-41;19;2;-91;2.1;50;15;1;3;2;22;1;3;7;2560;3;1;16;2;960;96;10.0;18;3
711,75.007,188.0,0.0;0.01;0.49;24.52;0.0;0.0;0.0;0.06;0.02;0.96;6.98;0.17;1.15;9.38;0.89;1.07;0.08;0.09;188.0;10;75.007,10.6,0,10,19;1;3;2;100;1900;-41;18;2;-92;2.1;50;15;1;2;1;21;1;2;6;2432;4;1;17;2;992;96;10.0;17;3
712,97.023,208.0,0.0;0.0;0.49;0.75;0.0;0.0;0.0;0.09;0.02;0.92;5.17;0.17;1.85;9.38;0.91;1.75;0.14;0.1;208.0;10;97.023,0.1,0,10,20;2;4;2;100;2000;-41;19;1;-93;2.1;50;16;2;1;1;20;2;3;7;2432;3;1;17;1;992;96;9.5;16;3
713,90.367,239.0,0.13;0.0;0.52;0.72;0.0;0.0;0.0;1.24;0.03;0.88;5.19;0.15;2.07;9.46;0.87;1.65;1.05;0.09;239.0;10;90.367,2.0,0,10,21;3;4;1;100;1900;-42;19;1;-94;2.3;60;15;1;2;1;21;3;4;8;2560;4;1;18;1;992;128;9.5;17;3
714,122.943,221.0,1.63;0.0;0.53;0.68;0.0;0.0;0.0;0.84;0.03;0.94;6.96;0.13;2.19;6.32;0.82;1.83;1.1;0.08;221.0;10;122.943,10.0,32.58,10,21;3;3;2;100;2000;-43;20;1;-95;2.5;60;14;2;3;2;22;2;3;9;2432;3;1;17;1;992;96;9.0;17;2
715,41.599,203.0,0.0;0.01;0.43;0.64;0.0;0.0;0.0;0.04;0.02;0.93;6.91;0.14;2.08;9.39;0.84;2.04;0.11;0.09;203.0;10;41.599,15,0,10,20;2;3;2;90;2100;-43;19;2;-94;2.5;60;15;1;2;2;22;3;2;9;2304;2;1;16;1;992;128;9.0;16;1
716,94.719,204.0,2.7;0.0;0.42;0.65;0.0;0.0;0.0;0.04;0.02;0.88;5.22;0.15;2.2;6.24;0.84;1.0;1.11;0.11;204.0;10;94.719,0.1,0,10,21;2;4;1;90;2200;-44;20;2;-93;2.7;60;14;1;3;1;22;3;1;8;2176;3;1;17;1;960;96;9.0;15;1
717,65.247,186.0,0.0;0.0;0.42;0.92;0.0;0.0;0.0;0.81;0.02;0.83;6.96;0.14;2.37;6.38;0.84;1.36;1.2;0.1;186.0;10;65.247,15,0,10,22;1;3;2;90;2300;-45;21;2;-92;2.9;70;13;1;3;1;22;3;2;7;2048;3;1;16;1;960;96;9.5;15;1
718,112.575,182.0,0.0;0.0;0.37;4.09;0.0;0.0;0.0;0.03;0.02;0.82;6.93;0.16;0.63;9.47;0.88;1.03;0.12;0.11;182.0;10;112.575,2.8,47.33,10,22;1;3;3;80;2200;-46;20;3;-91;3.1;60;14;1;2;1;21;2;2;6;1920;4;1;15;1;992;64;9.0;14;1
719,81.087,177.0,0.0;0.0;0.46;0.7;0.0;0.0;0.0;0.8;0.02;0.83;5.25;0.15;2.15;6.29;0.86;0.96;1.33;0.11;177.0;10;81.087,8.5,0,10,22;1;4;2;70;2200;-47;20;2;-90;2.9;50;15;1;3;1;21;2;3;7;1792;5;1;14;2;1024;64;8.5;14;1
720,174.079,184.0,0.0;0.0;0.37;0.67;0.0;0.0;0.0;0.83;0.02;0.82;3.77;0.14;1.93;9.47;0.88;1.05;1.32;0.1;184.0;10;174.079,0.1,92.99,10,22;2;5;3;80;2300;-46;21;1;-91;3.1;60;16;1;2;1;21;2;2;6;1792;4;1;14;1;1024;64;8.0;13;2
721,308.479,217.0,0.0;0.01;0.38;0.85;0.0;1.52;0.0;0.02;0.02;0.83;5.19;0.12;1.85;9.46;1.01;1.66;0.15;0.12;217.0;10;308.479,0.1,134.4,10,22;3;4;2;70;2400;-47;22;1;-90;3.1;70;17;2;2;1;22;2;3;6;1920;3;1;14;1;1024;96;8.5;12;2
722,113.343,215.0,0.0;0.01;0.38;0.72;0.0;0.8;0.0;0.81;0.03;0.87;9.03;0.18;2.0;22.48;0.69;1.01;1.27;0.14;215.0;10;113.343,6.4,13.34,10,21;2;3;1;60;2400;-48;22;1;-89;2.9;80;16;1;1;2;21;3;2;7;1792;4;1;15;2;1024;128;8.0;11;3
723,162.559,233.0,1.93;0.0;0.33;0.69;0.04;0.07;0.0;0.82;0.02;1.1;10.56;0.12;2.07;15.61;0.88;1.59;1.33;0.15;233.0;10;162.559,0.1,49.22,10,20;3;2;1;50;2500;-49;22;1;-88;2.7;70;15;1;1;3;22;3;3;8;1664;3;1;14;3;1024;128;7.5;10;2
724,196.735,199.0,0.0;0.0;0.37;0.73;0.45;0.0;0.22;0.02;0.02;0.93;10.5;0.12;1.97;18.94;0.85;0.57;0.11;0.16;199.0;10;196.735,10.0,34.18,10,20;2;2;1;40;2400;-50;22;1;-88;2.5;60;16;1;1;2;21;2;3;9;1792;3;1;15;3;1024;96;7.0;9;3
725,109.119,199.0,0.0;0.0;0.31;0.71;0.0;0.0;0.0;0.69;0.02;0.88;20.81;0.13;1.96;9.51;0.83;2.83;0.27;0.17;199.0;10;109.119,5.0,0,10,21;3;1;1;50;2400;-51;21;1;-87;2.7;50;16;1;2;1;22;1;4;9;1664;2;1;15;3;992;64;6.5;9;3
726,202.367,207.0,0.0;0.0;0.21;0.72;0.0;0.26;0.0;0.82;0.02;0.86;21.31;0.13;2.07;19.2;0.47;6.75;1.26;0.15;207.0;10;202.367,0.1,93.25,10,21;3;1;1;50;2300;-50;20;1;-88;2.9;50;15;2;1;2;21;2;5;9;1664;1;1;15;2;960;64;6.5;9;2
727,109.951,248.0,0.0;0.01;0.21;0.73;0.0;0.0;0.0;0.6;0.02;0.88;20.88;0.13;2.1;18.87;0.84;3.12;0.94;0.18;248.0;10;109.951,5.0,9.95,10,21;3;1;1;40;2300;-51;19;1;-88;3.1;60;15;3;1;1;22;3;5;9;1536;2;1;14;3;928;96;7.0;9;1
728,186.239,206.0,0.0;0.0;0.29;0.76;0.0;0.0;0.0;0.1;0.02;0.89;20.76;0.15;2.06;18.81;0.83;6.92;0.16;0.18;206.0;10;186.239,10.0,76.29,10,21;2;1;1;40;2200;-50;18;1;-87;3.1;70;15;2;1;1;22;3;5;9;1664;1;1;13;3;960;96;7.5;8;1
729,198.655,167.0,0.0;0.01;0.03;0.76;0.0;0.0;0.0;0.05;0.02;0.93;20.66;0.16;2.23;18.86;0.82;5.46;0.13;0.21;167.0;10;198.655,10.0,12.42,10,20;2;1;1;30;2300;-49;19;1;-88;3.3;80;14;1;1;2;22;2;4;8;1536;1;1;13;3;960;96;7.0;7;1
730,168.319,150.0,0.0;0.0;0.2;0.63;0.0;0.0;0.0;0.9;0.02;0.97;20.53;0.15;2.2;9.46;0.84;4.57;1.45;0.21;150.0;10;168.319,15,0,10,19;2;1;1;20;2200;-48;19;1;-87;3.5;70;14;1;2;1;22;1;3;7;1408;1;1;13;3;992;128;7.5;7;2
731,129.663,217.0,0.0;0.0;0.13;5.04;0.0;0.0;0.0;0.83;0.03;1.02;20.94;0.15;0.63;6.25;0.84;2.76;1.33;0.2;217.0;10;129.663,5.0,0,10,18;3;1;1;10;2200;-49;19;2;-86;3.3;60;14;1;3;2;22;2;4;7;1536;2;1;14;3;1024;96;8.0;8;2
732,178.047,154.0,0.0;0.0;0.15;0.66;0.0;0.0;0.0;0.05;0.02;1.05;20.99;0.15;1.9;9.49;0.89;2.17;0.14;0.18;154.0;10;178.047,10.0,48.38,10,17;3;1;2;10;2300;-50;19;1;-87;3.5;50;15;1;2;3;21;1;5;8;1408;3;1;14;2;992;128;7.5;9;1
733,178.303,157.0,0.0;0.0;0.07;0.74;0.0;0.0;0.0;0.81;0.03;1.03;19.53;0.14;2.25;18.73;0.93;1.81;1.13;0.13;157.0;10;178.303,0.1,0.26,10,18;3;1;3;10;2300;-49;20;1;-88;3.3;40;14;1;1;3;20;1;4;7;1408;3;1;15;2;960;96;7.0;10;1
734,66.303,183.0,0.0;0.02;0.21;0.65;0.0;0.0;0.0;0.82;0.02;1.1;14.15;0.14;2.09;9.32;0.88;1.17;1.33;0.14;183.0;10;66.303,5.0,0,10,17;2;1;3;20;2400;-49;20;2;-89;3.3;30;15;1;2;2;21;1;3;8;1536;4;1;14;3;928;64;7.0;10;2
735,63.711,170.0,0.0;0.0;0.25;0.64;0.0;0.0;0.0;0.82;0.02;1.02;20.84;0.15;1.94;6.25;0.83;0.82;1.24;0.14;170.0;10;63.711,9.88,0,10,18;1;1;2;30;2500;-48;19;2;-90;3.3;30;16;1;3;3;22;1;2;9;1408;5;1;15;2;928;64;7.0;10;3
736,176.895,122.0,0.0;0.0;0.2;0.75;0.0;0.0;0.0;0.83;0.02;0.97;10.49;0.14;2.08;9.46;0.83;1.14;1.23;0.14;122.0;10;176.895,10.0,113.18,10,19;1;2;1;20;2400;-47;19;1;-91;3.1;20;15;1;2;2;22;1;3;8;1408;4;1;15;1;960;64;7.0;11;2
737,238.591,151.0,0.0;0.0;0.2;0.71;0.0;0.15;0.12;0.05;0.02;0.93;20.96;0.14;1.88;18.75;0.83;0.66;0.13;0.16;151.0;10;238.591,0.1,61.7,10,20;1;1;1;20;2300;-47;20;1;-92;3.1;20;16;1;1;3;22;2;4;9;1280;3;1;14;1;992;64;6.5;10;3
738,149.887,217.0,0.0;0.0;0.24;3.52;0.34;0.0;0.0;0.05;0.02;0.88;19.99;0.13;0.53;6.17;0.83;1.05;0.15;0.16;217.0;10;149.887,5.0,49.89,10,21;2;1;1;20;2200;-48;21;2;-91;2.9;20;16;1;2;2;22;3;3;9;1152;4;1;15;1;1024;64;7.0;9;3
739,91.263,190.0,0.0;0.01;0.15;0.97;0.23;0.0;0.0;0.83;0.02;0.88;10.28;0.14;1.5;4.47;0.8;1.78;1.33;0.15;190.0;10;91.263,15,0,10,21;1;2;1;10;2200;-47;20;2;-90;3.1;10;16;1;3;3;22;2;4;9;1024;3;1;14;2;1024;96;6.5;9;3
740,120.255,188.0,0.0;0.14;0.24;0.66;0.0;0.0;0.0;0.82;0.02;0.86;3.71;0.14;1.99;4.41;0.89;1.3;1.24;0.16;188.0;10;120.255,1.4,28.99,10,21;2;3;2;20;2100;-46;21;2;-91;2.9;10;16;1;4;3;21;1;4;8;896;4;1;15;1;1024;64;6.5;10;3
741,167.423,180.0,0.0;0.01;0.26;0.76;0.0;0.0;0.0;0.82;0.02;0.93;10.36;0.13;1.93;5.98;0.83;1.09;1.33;0.17;180.0;10;167.423,5.6,47.17,10,20;1;2;1;30;2200;-46;22;2;-92;3.1;10;16;1;3;2;22;2;3;7;768;4;1;14;1;1024;64;7.0;10;3
742,116.479,222.0,0.0;0.01;0.2;0.69;0.26;0.0;0.0;0.82;0.01;0.87;6.94;0.12;1.8;4.09;0.84;0.69;1.43;0.16;222.0;10;116.479,5.0,0,10,21;1;3;2;20;2300;-47;22;3;-91;2.9;20;17;2;3;2;22;2;2;7;640;5;1;13;1;1024;96;6.5;9;3
743,127.167,195.0,0.0;0.01;0.16;3.81;0.0;0.0;0.0;0.05;0.02;0.83;6.92;0.13;0.54;4.74;0.81;0.83;0.16;0.14;195.0;10;127.167,10.0,10.69,10,22;1;3;2;20;2200;-48;22;2;-90;3.1;30;16;1;4;1;22;3;3;8;640;5;1;12;1;1024;64;6.0;10;2
744,101.055,249.0,1.71;0.02;0.19;0.75;0.0;0.0;0.0;0.43;0.02;0.56;6.98;0.12;1.94;4.94;0.88;0.8;0.79;0.17;249.0;10;101.055,5.0,0,10,21;2;3;3;10;2100;-49;22;3;-90;3.1;30;16;1;3;1;21;3;4;9;512;6;1;13;2;1024;96;5.5;9;2
745,167.167,288.0,0.0;0.2;0.15;0.74;0.0;0.0;0.0;0.05;0.02;0.83;3.79;0.12;2.07;9.62;0.84;1.2;0.13;0.16;288.0;10;167.167,0.1,66.11,10,22;3;3;2;10;2100;-50;22;3;-89;2.9;40;15;2;2;1;22;2;5;8;640;5;1;14;3;1024;128;6.0;9;3
746,94.207,232.0,0.0;0.01;0.1;0.76;0.0;0.0;0.0;0.03;0.02;0.83;5.29;0.12;1.95;6.23;0.87;0.93;0.12;0.15;232.0;10;94.207,15,0,10,22;2;4;1;10;2200;-50;21;2;-90;3.1;30;16;3;3;1;21;1;4;8;512;5;1;15;3;1024;160;5.5;10;2
747,134.911,179.0,0.0;0.0;0.18;0.7;0.0;0.0;0.0;0.82;0.02;0.87;6.95;0.14;1.98;6.45;0.92;0.85;1.23;0.16;179.0;10;134.911,10.0,40.7,10,21;1;3;1;20;2100;-49;20;1;-91;3.3;20;16;2;3;2;20;1;3;8;384;5;1;15;3;1024;128;6.0;9;3
748,150.399,172.0,0.0;0.0;0.19;0.76;0.0;0.24;0.0;0.82;0.02;0.92;10.38;0.15;2.07;9.38;0.74;0.8;0.89;0.18;172.0;10;150.399,4.9,15.49,10,20;1;2;1;20;2000;-49;19;2;-90;3.5;10;15;1;2;2;21;1;4;7;384;6;1;14;3;1024;96;6.5;8;3
749,103.359,194.0,0.0;0.01;0.19;0.66;0.0;0.0;0.0;0.82;0.02;0.92;20.93;0.16;1.94;9.49;0.87;1.02;1.05;0.2;194.0;10;103.359,5.0,0,10,20;1;1;1;20;2100;-49;18;3;-91;3.5;20;16;2;2;3;21;1;5;6;512;5;1;13;3;992;96;6.0;8;2
750,152.063,195.0,0.0;0.0;0.2;0.78;0.0;0.0;0.0;0.89;0.02;0.88;20.75;0.17;2.07;6.25;0.88;1.38;0.28;0.17;195.0;10;152.063,0.1,48.7,10,21;2;1;1;20;2000;-48;17;2;-92;3.7;10;15;1;3;3;21;1;6;5;384;4;1;14;3;992;64;5.5;9;3
751,175.615,139.0,0.0;0.0;0.15;0.71;0.0;0.0;0.0;0.23;0.02;0.84;20.78;0.16;2.02;9.46;0.82;1.64;0.13;0.18;139.0;10;175.615,10.0,23.55,10,22;1;1;1;10;2100;-47;17;1;-93;3.7;20;16;1;2;2;22;1;5;4;384;3;1;15;2;960;64;5.0;8;3
752,45.759,124.0,0.0;0.0;0.23;0.78;0.0;0.0;0.0;0.05;0.02;0.88;20.91;0.18;2.1;6.21;0.84;2.55;0.2;0.21;124.0;10;45.759,15,0,10,21;1;1;1;10;2100;-48;16;2;-94;3.5;20;15;1;3;1;22;1;5;5;384;2;1;14;1;928;64;5.0;7;2
753,94.527,118.0,0.0;0.0;0.15;1.1;0.0;0.0;0.0;0.82;0.02;0.91;21.02;0.17;2.01;9.54;0.83;1.75;1.43;0.21;118.0;10;94.527,4.2,0,10,20;1;1;1;10;2200;-48;16;2;-95;3.5;30;16;1;2;2;22;1;5;6;512;3;1;13;1;896;64;5.0;7;1
754,7.171,125.0,0.0;0.0;0.08;0.72;0.01;0.0;0.0;0.83;0.02;0.96;20.88;0.15;1.93;1.34;0.89;2.43;1.44;0.2;125.0;10;7.171,5.0,0,10,19;1;1;1;10;2100;-49;17;2;-94;3.3;20;16;1;1;1;21;1;4;7;640;2;1;12;2;864;96;5.0;7;1
755,185.727,108.0,0.0;0.17;0.08;0.72;0.0;0.0;0.0;0.03;0.02;1.03;19.92;0.15;1.93;19.0;0.89;1.5;0.12;0.2;108.0;10;185.727,10.0,178.56,10,18;1;1;1;10;2000;-48;18;1;-95;3.5;20;16;1;1;2;21;1;4;8;512;3;1;13;1;832;128;4.5;8;2
756,343.551,168.0,0.0;0.0;0.09;0.7;0.0;0.0;0.0;0.82;0.02;1.06;20.83;0.15;1.92;19.09;0.85;2.57;1.54;0.18;168.0;10;343.551,0.1,157.82,10,17;2;1;1;10;2000;-48;18;1;-96;3.3;20;16;2;1;1;22;2;5;9;384;2;1;12;1;864;96;5.0;8;3
757,179.199,197.0,0.0;0.01;0.15;0.64;0.0;0.0;0.0;0.01;0.02;1.17;20.94;0.14;1.97;18.69;0.84;5.42;0.15;0.18;197.0;10;179.199,5.0,79.2,10,16;2;1;2;10;2100;-49;19;1;-97;3.3;20;15;3;1;1;22;2;5;8;384;1;1;13;2;832;128;5.0;9;3
758,75.775,211.0,0.0;0.05;0.21;0.82;0.0;0.0;0.0;0.84;0.02;1.21;14.16;0.15;1.95;9.53;0.87;2.45;0.28;0.17;211.0;10;75.775,5.0,0,10,15;1;1;3;20;2000;-50;19;2;-98;3.5;20;16;3;2;1;21;3;4;8;512;2;1;13;1;800;96;5.5;9;3
759,87.935,215.0,0.0;0.31;0.15;0.56;0.0;0.78;0.0;0.82;0.02;1.32;8.94;0.14;1.81;18.95;1.0;1.42;0.47;0.18;215.0;10;87.935,0.1,0,10,14;1;2;3;10;1900;-49;19;2;-99;3.7;30;17;3;1;1;20;3;3;7;640;3;1;13;2;768;128;5.5;8;2
760,140.927,225.0,0.0;0.0;0.19;0.71;0.0;0.0;0.0;0.04;0.02;1.32;10.38;0.13;1.74;9.38;0.89;1.05;0.17;0.21;225.0;10;140.927,0.1,52.99,10,15;1;2;2;20;1800;-50;20;3;-98;3.5;40;18;2;2;2;21;2;3;6;768;4;1;13;3;768;160;5.0;7;3
761,46.751,208.0,0.0;0.23;0.17;0.7;0.0;0.0;0.0;0.81;0.03;1.17;11.44;0.13;1.63;6.25;0.93;1.46;1.55;0.2;208.0;10;46.751,15,0,10,16;2;1;2;30;1800;-49;20;2;-99;3.7;30;19;3;3;2;20;1;4;5;768;3;1;12;2;736;192;5.5;8;3
762,111.359,274.0,0.0;0.11;0.31;0.73;0.0;0.15;0.0;0.83;0.02;1.14;20.85;0.12;1.62;4.7;0.88;1.27;1.71;0.18;274.0;10;111.359,0.1,64.61,10,16;3;1;1;20;1700;-49;19;3;-98;3.5;20;19;3;4;2;21;2;4;5;896;4;1;11;3;768;224;6.0;8;3
763,158.719,250.0,0.0;0.0;0.14;0.69;0.0;0.0;0.0;0.82;0.02;1.25;20.94;0.15;1.71;6.27;0.95;0.86;1.86;0.22;250.0;10;158.719,10.0,47.36,10,17;2;1;1;30;1800;-48;18;3;-98;3.7;20;18;2;3;3;20;3;3;4;768;5;1;10;3;736;256;6.0;7;3
764,90.111,256.0,0.0;0.01;0.2;0.8;0.0;0.0;0.0;0.42;0.02;1.09;20.92;0.15;1.64;6.24;0.87;0.77;1.18;0.24;256.0;10;90.111,5.0,0,10,17;3;1;1;20;1700;-47;19;3;-98;3.9;10;19;3;3;2;21;2;4;3;768;6;1;9;2;768;256;5.5;6;3
765,190.591,192.0,0.46;0.0;0.16;1.96;0.0;0.45;0.0;0.84;0.02;1.1;21.01;0.14;0.97;9.2;0.08;0.89;2.09;0.2;192.0;10;190.591,10.0,100.48,10,17;3;1;1;30;1800;-46;19;2;-99;3.9;10;20;2;2;3;20;1;5;2;896;6;1;9;1;736;256;6.0;7;3
766,75.135,167.0,0.0;0.01;0.27;0.65;0.0;0.0;0.0;0.84;0.02;1.14;10.35;0.14;1.59;18.85;0.88;0.71;2.08;0.24;167.0;10;75.135,15,0,10,16;3;2;1;40;1900;-46;20;2;-99;4.0;20;20;1;1;2;21;1;4;1;1024;7;1;9;1;768;256;6.5;6;3
767,156.543,152.0,1.13;0.01;0.04;0.68;0.0;0.0;0.0;1.18;0.01;1.21;10.39;0.14;1.54;9.55;0.86;0.58;1.84;0.24;152.0;10;156.543,10.0,81.41,10,16;3;2;2;40;1800;-45;19;1;-100;4.0;20;20;1;2;2;21;1;4;1;1152;8;1;10;1;736;224;6.5;6;3
768,117.823,215.0,0.0;0.0;0.16;0.7;0.04;0.0;0.0;0.8;0.02;1.06;20.83;0.15;1.48;9.36;0.84;0.54;1.92;0.22;215.0;10;117.823,5.0,0,10,16;3;1;1;30;1700;-45;18;2;-100;3.8;30;21;2;2;3;22;2;3;1;1024;7;1;10;1;768;224;6.0;7;3
769,164.223,211.0,0.0;0.0;0.15;0.73;0.0;0.0;0.0;0.08;0.02;1.24;21.07;0.15;1.54;9.36;0.84;0.7;0.16;0.21;211.0;10;164.223,2.8,46.4,10,15;2;1;1;20;1800;-44;18;1;-99;3.6;40;20;3;2;2;22;3;4;2;1024;7;1;11;1;800;192;5.5;7;2
770,198.783,199.0,0.4;0.0;0.47;0.74;0.0;0.05;0.0;0.79;0.02;0.1;20.82;0.15;1.56;18.91;0.84;0.49;1.72;0.25;199.0;10;198.783,8.4,34.56,10,14;1;1;1;30;1700;-45;18;1;-98;3.6;50;20;3;1;3;22;3;3;3;1024;8;1;11;1;832;224;5.0;6;3
771,141.183,212.0,0.0;0.0;0.29;0.79;0.07;0.22;0.0;0.4;0.02;1.41;20.99;0.14;1.42;7.16;0.7;0.54;0.2;0.21;212.0;10;141.183,5.0,0,10,13;1;1;1;40;1600;-44;19;1;-99;3.8;40;21;3;1;3;21;3;4;2;1152;9;1;10;2;800;256;4.5;7;3
772,173.183,203.0,0.0;0.0;0.28;0.74;0.0;0.0;0.0;0.02;0.02;1.54;20.89;0.15;1.3;18.12;0.92;0.5;0.17;0.2;203.0;10;173.183,6.3,32.0,10,12;1;1;1;40;1600;-45;20;2;-100;4.0;40;22;2;1;3;20;3;3;3;1152;9;1;10;1;832;224;4.0;8;3
773,193.791,158.0,0.0;0.0;0.27;0.71;0.0;0.0;0.0;0.82;0.03;1.42;10.37;0.16;1.4;9.53;0.96;0.39;1.69;0.2;158.0;10;193.791,10.0,20.61,10,13;2;2;1;40;1500;-46;19;1;-99;4.0;30;22;1;2;3;19;2;2;2;1024;9;1;11;2;864;192;3.5;7;2
774,163.071,217.0,0.0;0.0;0.24;0.88;0.0;0.0;0.0;0.81;0.01;1.42;20.98;0.15;1.34;6.26;0.92;0.32;1.56;0.27;217.0;10;163.071,5.0,0,10,13;2;1;1;30;1600;-47;19;1;-100;4.0;30;21;2;3;2;20;3;1;2;1024;9;1;12;3;864;192;4.0;6;3
775,136.703,208.0,0.0;0.0;0.29;0.7;0.0;0.0;0.0;0.06;0.02;1.33;20.98;0.14;1.43;6.26;0.93;0.28;0.13;0.31;208.0;10;136.703,11.3,0,10,14;2;1;1;40;1700;-46;20;1;-99;4.0;30;22;3;2;1;20;2;1;3;896;10;1;13;2;896;192;4.5;5;3
776,189.055,131.0,0.0;0.01;0.28;0.72;0.0;0.0;0.0;0.82;0.03;1.4;20.55;0.13;1.4;16.66;0.91;0.35;1.54;0.36;131.0;10;189.055,10.0,52.35,10,13;1;1;2;40;1700;-45;20;1;-100;4.0;20;22;2;1;2;20;1;2;4;768;10;1;12;1;928;160;5.0;4;2
777,127.359,160.0,0.0;0.0;0.23;0.8;0.0;0.0;0.0;0.79;0.04;1.31;10.44;0.14;1.44;19.27;0.85;0.47;1.71;0.33;160.0;10;127.359,5.0,0,10,14;1;2;1;50;1700;-44;21;2;-101;4.0;30;22;2;1;1;21;1;3;4;896;9;1;11;2;960;128;4.5;5;1
778,175.743,186.0,0.0;0.0;0.28;0.68;0.0;0.0;0.0;0.81;0.02;1.23;20.68;0.12;1.47;14.54;0.83;0.39;1.88;0.36;186.0;10;175.743,0.1,48.38,10,15;1;1;1;40;1700;-43;20;3;-100;4.0;40;21;3;1;2;22;1;2;5;768;9;1;10;1;928;160;5.0;4;1
779,74.175,188.0,0.0;0.0;0.26;0.68;0.0;0.0;0.0;0.8;0.02;1.22;20.7;0.15;1.4;17.02;0.83;0.36;1.72;0.37;188.0;10;74.175,5.0,0,10,15;1;1;1;50;1800;-43;19;3;-101;3.8;30;22;3;1;2;22;1;2;6;896;10;1;11;1;896;128;4.5;4;1
